kingdom;phylum;class;order;family;genus;species;taxa
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_SGB4121;t__SGB4121
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenellaceae_unclassified;s__Christensenellaceae_bacterium_NSJ_63;t__SGB14127
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenellaceae_unclassified;s__Christensenellaceae_bacterium_NSJ_44;t__SGB7265
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Neglectibacter;s__Neglectibacter_timonensis;t__SGB14851
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae;t__SGB1949
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Massiliimalia;s__Massiliimalia_massiliensis;t__SGB29347
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_1001270H_150608_G6;t__SGB5111
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9708;s__GGB9708_SGB15234;t__SGB15234
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae;t__SGB1877
k__Bacteria;p__Firmicutes;c__CFGB38642;o__OFGB38642;f__FGB38642;g__GGB9765;s__GGB9765_SGB15382;t__SGB15382
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_Marseille_P3244;t__SGB29302
k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9770;s__GGB9770_SGB15390;t__SGB15390
k__Bacteria;p__Firmicutes;c__CFGB31626;o__OFGB31626;f__FGB31626;g__GGB4676;s__GGB4676_SGB6465;t__SGB6465
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_eligens;t__SGB5082
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_pectinoschiza;t__SGB5075
k__Bacteria;p__Firmicutes;c__CFGB3022;o__OFGB3022;f__FGB3022;g__GGB9499;s__GGB9499_SGB72735;t__SGB72735
k__Bacteria;p__Firmicutes;c__CFGB2889;o__OFGB2889;f__FGB2889;g__GGB9197;s__GGB9197_SGB14136;t__SGB14136
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri_clade_B;t__SGB1613
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Promicromonosporaceae;g__Isoptericola;s__Isoptericola_variabilis;t__SGB17153
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia_luti;t__SGB4829
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_SGB1895;t__SGB1895
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia_glucerasea;t__SGB4816
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter_welbionis;t__SGB15078
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron;t__SGB1861
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum;t__SGB4809
k__Bacteria;p__Bacteria_unclassified;c__CFGB76763;o__OFGB76763;f__FGB76763;g__GGB79973;s__GGB79973_SGB14341;t__SGB14341
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_senegalensis;t__SGB2296
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_sp_AM16_25;t__SGB4957
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9618;s__GGB9618_SGB15065;t__SGB15065
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_vulgatus;t__SGB1814
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus;t__SGB1844
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_bacterium_Marseille_Q3528;t__SGB4778
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_bacterium;t__SGB4247
k__Bacteria;p__Firmicutes;c__CFGB75715;o__OFGB75715;f__FGB75715;g__GGB80003;s__GGB80003_SGB14846;t__SGB14846
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB4684;s__GGB4684_SGB6478;t__SGB6478
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__SGB5121
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9534;s__GGB9534_SGB14937;t__SGB14937
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB33928;s__GGB33928_SGB15225;t__SGB15225
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Heritagella;s__Candidatus_Heritagella_intestinalis;t__SGB63346
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_lenta;t__SGB14809
k__Bacteria;p__Firmicutes;c__CFGB1213;o__OFGB1213;f__FGB1213;g__GGB9788;s__GGB9788_SGB15411;t__SGB15411
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB3189;s__GGB3189_SGB4212;t__SGB4212
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__GGB9076;s__GGB9076_SGB13998;t__SGB13998
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__SGB15332
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospiraceae_unclassified;s__Lachnospiraceae_bacterium_NSJ_29;t__SGB25431
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_massiliensis;t__SGB1812
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp_ICM47;t__SGB17167_group
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_sp_AM59_24XD;t__SGB4654
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_AF34_10BH;t__SGB4914
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Catenibacillus;s__Catenibacillus_scindens;t__SGB59869
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis;t__SGB1934
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp_HMSC035G02;t__SGB17158_group
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9627;s__GGB9627_SGB15081;t__SGB15081
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Clostridia_unclassified;s__Clostridia_bacterium;t__SGB4531
k__Bacteria;p__Actinobacteria;c__CFGB2801;o__OFGB2801;f__FGB2801;g__GGB8965;s__GGB8965_SGB13825;t__SGB13825
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_eggerthii;t__SGB1829
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter_SGB14223;t__SGB14223
k__Bacteria;p__Firmicutes;c__CFGB31455;o__OFGB31455;f__FGB31455;g__GGB4699;s__GGB4699_SGB6502;t__SGB6502
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_bacterium_Marseille_Q4145;t__SGB4769
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__Christensenella_minuta;t__SGB14142
k__Bacteria;p__Firmicutes;c__CFGB1292;o__OFGB1292;f__FGB1292;g__GGB3109;s__GGB3109_SGB4643;t__SGB4643
k__Bacteria;p__Firmicutes;c__CFGB1359;o__OFGB1359;f__FGB1359;g__GGB3320;s__GGB3320_SGB4391;t__SGB4391
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_bouchesdurhonensis;t__SGB17152
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3746;s__GGB3746_SGB5089;t__SGB5089
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB33586;s__GGB33586_SGB53517;t__SGB53517
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus;t__SGB1790
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania_filiformis;t__SGB4046
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella_intestinihominis;t__SGB1965
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB38744;s__GGB38744_SGB14842;t__SGB14842
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Bittarella;s__Bittarella_massiliensis;t__SGB7263
k__Bacteria;p__Proteobacteria;c__CFGB2429;o__OFGB2429;f__FGB2429;g__GGB77437;s__GGB77437_SGB9391;t__SGB9391
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium_SGB15164;t__SGB15164
k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9767;s__GGB9767_SGB15385;t__SGB15385
k__Bacteria;p__Firmicutes;c__CFGB76352;o__OFGB76352;f__FGB76352;g__GGB4571;s__GGB4571_SGB6317;t__SGB6317
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_sp_AF17_16;t__SGB2326
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_oris;t__SGB15878
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9707;s__GGB9707_SGB15229;t__SGB15229
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Mogibacterium;s__Mogibacterium_sp_BX12;t__SGB14854
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB3175;s__GGB3175_SGB4191;t__SGB4191
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3537;s__GGB3537_SGB4727;t__SGB4727
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_SGB6486;t__SGB6486
k__Bacteria;p__Bacteroidetes;c__CFGB667;o__OFGB667;f__FGB667;g__GGB1662;s__GGB1662_SGB2276;t__SGB2276
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospiraceae_unclassified;s__Lachnospiraceae_bacterium;t__SGB4953
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__GGB3444;s__GGB3444_SGB4594;t__SGB4594
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__Christensenella_timonensis;t__SGB29340
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3619;s__GGB3619_SGB4894;t__SGB4894
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella_clara;t__SGB1798
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Butyricicoccus;s__Butyricicoccus_sp_AM29_23AC;t__SGB14991
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Avimonas;s__Candidatus_Avimonas_narfia;t__SGB14941
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia_rubra;t__SGB15896
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__GGB33512;s__GGB33512_SGB15203;t__SGB15203
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Geddesella;s__Candidatus_Geddesella_stercoravicola;t__SGB14262
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila_wadsworthia;t__SGB15452
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Clostridium_methylpentosum;t__SGB14962
k__Bacteria;p__Firmicutes;c__CFGB76784;o__OFGB76784;f__FGB76784;g__GGB80012;s__GGB80012_SGB15001;t__SGB15001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9719;s__GGB9719_SGB15272;t__SGB15272
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus_SGB15407;t__SGB15407
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_bacterium_NSJ_50;t__SGB4158
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9444;s__GGB9444_SGB14834;t__SGB14834
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Parachristensenella;s__Candidatus_Parachristensenella_avicola;t__SGB58519
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas_virosa;t__SGB1784
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_SGB6473;t__SGB6473
k__Bacteria;p__Firmicutes;c__CFGB30287;o__OFGB30287;f__FGB30287;g__GGB42378;s__GGB42378_SGB59548;t__SGB59548
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB3345;s__GGB3345_SGB9340;t__SGB9340
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Allochristensenella;s__Candidatus_Allochristensenella_caecavium;t__SGB63369
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_SGB4750;t__SGB4750
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerotruncus;s__Anaerotruncus_rubiinfantis;t__SGB25416
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_bacterium_NSJ_33;t__SGB25547
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter_pamelaeae;t__SGB14807
k__Bacteria;p__Firmicutes;c__CFGB1249;o__OFGB1249;f__FGB1249;g__GGB3034;s__GGB3034_SGB4030;t__SGB4030
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia_timonensis;t__SGB6148
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_SGB62935;t__SGB62935
k__Bacteria;p__Firmicutes;c__CFGB9718;o__OFGB9718;f__FGB9718;g__GGB51441;s__GGB51441_SGB71759;t__SGB71759
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus_evryensis;t__SGB15506
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__Christensenella_sp_Marseille_P3954;t__SGB29301
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Schneewindia;s__Candidatus_Schneewindia_gallinarum;t__SGB63326
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenellaceae_unclassified;s__Christensenellaceae_bacterium_NSJ_53;t__SGB82545
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_SGB4961;t__SGB4961
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter_bilis;t__SGB6847
k__Bacteria;p__Firmicutes;c__CFGB3004;o__OFGB3004;f__FGB3004;g__GGB58158;s__GGB58158_SGB79798;t__SGB79798
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Massilistercora;s__Massilistercora_timonensis;t__SGB4628
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Merdimonas;s__Merdimonas_faecis;t__SGB4626
k__Bacteria;p__Firmicutes;c__CFGB1425;o__OFGB1425;f__FGB1425;g__GGB3491;s__GGB3491_SGB4665;t__SGB4665
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9637;s__GGB9637_SGB15111;t__SGB15111
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB34228;s__GGB34228_SGB53814;t__SGB53814
k__Bacteria;p__Firmicutes;c__CFGB1226;o__OFGB1226;f__FGB1226;g__GGB2998;s__GGB2998_SGB3988;t__SGB3988
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_ihumii;t__SGB2328
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Harryflintia;s__Harryflintia_acetispora;t__SGB14838
k__Bacteria;p__Firmicutes;c__CFGB40183;o__OFGB40183;f__FGB40183;g__GGB42389;s__GGB42389_SGB59559;t__SGB59559
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis;t__SGB4951
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum_sp_oral_taxon_183;t__SGB15892
k__Bacteria;p__Proteobacteria;c__CFGB13104;o__OFGB13104;f__FGB13104;g__GGB6612;s__GGB6612_SGB9346;t__SGB9346
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Raoultibacter;s__Raoultibacter_timonensis;t__SGB33550
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_SGB65105;t__SGB65105
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4546;s__GGB4546_SGB6267;t__SGB6267
k__Bacteria;p__Firmicutes;c__CFGB4881;o__OFGB4881;f__FGB4881;g__GGB14025;s__GGB14025_SGB14906;t__SGB14906
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_ramulus;t__SGB4959
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__Clostridium_saccharogumia;t__SGB101613
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_sp_885;t__SGB1677
k__Bacteria;p__Bacteroidetes;c__CFGB635;o__OFGB635;f__FGB635;g__GGB1497;s__GGB1497_SGB2076;t__SGB2076
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_bifidum;t__SGB17256
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_hominis;t__SGB5803_group
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium_SGB4425;t__SGB4425_group
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__GGB9334;s__GGB9334_SGB14297;t__SGB14297
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_faecis;t__SGB4925
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Duodenibacillus;s__Duodenibacillus_massiliensis;t__SGB9273
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_sp_NM10;t__SGB5858
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_AM49_4BH;t__SGB4652
k__Bacteria;p__Firmicutes;c__CFGB73062;o__OFGB73062;f__FGB73062;g__GGB9059;s__GGB9059_SGB13976;t__SGB13976
k__Bacteria;p__Bacteroidetes;c__CFGB629;o__OFGB629;f__FGB629;g__GGB1495;s__GGB1495_SGB2071;t__SGB2071
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_bouchesdurhonensis;t__SGB14397
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__GGB9813;s__GGB9813_SGB15447;t__SGB15447
k__Bacteria;p__Firmicutes;c__CFGB2950;o__OFGB2950;f__FGB2950;g__GGB9291;s__GGB9291_SGB14248;t__SGB14248
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Sanguibacteraceae;g__Sanguibacter;s__Sanguibacter_SGB15121;t__SGB15121
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Agathobaculum;s__Agathobaculum_butyriciproducens;t__SGB14993
k__Bacteria;p__Firmicutes;c__CFGB1320;o__OFGB1320;f__FGB1320;g__GGB3160;s__GGB3160_SGB4364;t__SGB4364
k__Bacteria;p__Firmicutes;c__CFGB13532;o__OFGB13532;f__FGB13532;g__GGB13532;s__GGB13532_SGB14832;t__SGB14832
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_fessum;t__SGB4705
k__Bacteria;p__Bacteroidetes;c__CFGB642;o__OFGB642;f__FGB642;g__GGB1575;s__GGB1575_SGB2166;t__SGB2166
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Pseudoruminococcus;s__Pseudoruminococcus_massiliensis;t__SGB4280
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Gallimonas;s__Candidatus_Gallimonas_intestinalis;t__SGB54318
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus_ruminis;t__SGB7061
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_SGB15077;t__SGB15077
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia_SGB14221;t__SGB14221
k__Bacteria;p__Firmicutes;c__CFGB73223;o__OFGB73223;f__FGB73223;g__GGB9249;s__GGB9249_SGB14193;t__SGB14193
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini;t__SGB5736
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Ellagibacter;s__Ellagibacter_isourolithinifaciens;t__SGB14816_group
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_onderdonkii;t__SGB2303
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9608;s__GGB9608_SGB15042;t__SGB15042
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii;t__SGB2301
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3617;s__GGB3617_SGB4891;t__SGB4891
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9623;s__GGB9623_SGB15075;t__SGB15075
